college_id,name,state,exam_type,category,cutoff_rank,marks_cutoff,website,type
64,Government Engineering College Thrissur,Kerala,KEAM,SC,22000,56,https://www.gectcr.ac.in,Engineering
64,Government Engineering College Thrissur,Kerala,KEAM,ST,25000,53,https://www.gectcr.ac.in,Engineering
65,Model Engineering College Kochi,Kerala,KEAM,General,10000,68,https://www.mec.ac.in,Engineering
65,Model Engineering College Kochi,Kerala,KEAM,OBC,14000,63,https://www.mec.ac.in,Engineering
65,Model Engineering College Kochi,Kerala,KEAM,SC,20000,58,https://www.mec.ac.in,Engineering
65,Model Engineering College Kochi,Kerala,KEAM,ST,23000,55,https://www.mec.ac.in,Engineering
66,TKM College of Engineering,Kerala,KEAM,General,9000,69,https://www.tkmce.ac.in,Engineering
66,TKM College of Engineering,Kerala,KEAM,OBC,13000,64,https://www.tkmce.ac.in,Engineering
66,TKM College of Engineering,Kerala,KEAM,SC,19000,59,https://www.tkmce.ac.in,Engineering
66,TKM College of Engineering,Kerala,KEAM,ST,22000,56,https://www.tkmce.ac.in,Engineering
67,Mar Athanasius College of Engineering,Kerala,KEAM,General,15000,64,https://www.mace.ac.in,Engineering
67,Mar Athanasius College of Engineering,Kerala,KEAM,OBC,19000,59,https://www.mace.ac.in,Engineering
67,Mar Athanasius College of Engineering,Kerala,KEAM,SC,25000,54,https://www.mace.ac.in,Engineering
67,Mar Athanasius College of Engineering,Kerala,KEAM,ST,28000,51,https://www.mace.ac.in,Engineering
68,Rajagiri School of Engineering and Technology,Kerala,KEAM,General,18000,62,https://www.rajagiritech.ac.in,Engineering
68,Rajagiri School of Engineering and Technology,Kerala,KEAM,OBC,22000,57,https://www.rajagiritech.ac.in,Engineering
68,Rajagiri School of Engineering and Technology,Kerala,KEAM,SC,28000,52,https://www.rajagiritech.ac.in,Engineering
68,Rajagiri School of Engineering and Technology,Kerala,KEAM,ST,31000,49,https://www.rajagiritech.ac.in,Engineering
69,Saintgits College of Engineering,Kerala,KEAM,General,20000,60,https://www.saintgits.org,Engineering
69,Saintgits College of Engineering,Kerala,KEAM,OBC,24000,56,https://www.saintgits.org,Engineering
69,Saintgits College of Engineering,Kerala,KEAM,SC,30000,52,https://www.saintgits.org,Engineering
69,Saintgits College of Engineering,Kerala,KEAM,ST,33000,50,https://www.saintgits.org,Engineering
70,Viswajyothi College of Engineering and Technology,Kerala,KEAM,General,22000,58,https://www.viswajyothi.ac.in,Engineering
70,Viswajyothi College of Engineering and Technology,Kerala,KEAM,OBC,26000,54,https://www.viswajyothi.ac.in,Engineering
70,Viswajyothi College of Engineering and Technology,Kerala,KEAM,SC,32000,50,https://www.viswajyothi.ac.in,Engineering
70,Viswajyothi College of Engineering and Technology,Kerala,KEAM,ST,35000,48,https://www.viswajyothi.ac.in,Engineering
71,Indian Institute of Information Technology Allahabad,Uttar Pradesh,JEE Main,General,3000,76,https://www.iiita.ac.in,Engineering
71,Indian Institute of Information Technology Allahabad,Uttar Pradesh,JEE Main,OBC,5000,71,https://www.iiita.ac.in,Engineering
71,Indian Institute of Information Technology Allahabad,Uttar Pradesh,JEE Main,SC,9000,66,https://www.iiita.ac.in,Engineering
71,Indian Institute of Information Technology Allahabad,Uttar Pradesh,JEE Main,ST,11000,63,https://www.iiita.ac.in,Engineering
72,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,JEE Main,General,6000,72,https://www.mnnit.ac.in,Engineering
72,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,JEE Main,OBC,9000,67,https://www.mnnit.ac.in,Engineering
72,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,JEE Main,SC,13000,62,https://www.mnnit.ac.in,Engineering
72,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,JEE Main,ST,15000,59,https://www.mnnit.ac.in,Engineering
73,Harcourt Butler Technical University,Uttar Pradesh,UPSEE,General,14000,65,https://www.hbtu.ac.in,Engineering
73,Harcourt Butler Technical University,Uttar Pradesh,UPSEE,OBC,18000,60,https://www.hbtu.ac.in,Engineering
73,Harcourt Butler Technical University,Uttar Pradesh,UPSEE,SC,24000,55,https://www.hbtu.ac.in,Engineering
73,Harcourt Butler Technical University,Uttar Pradesh,UPSEE,ST,27000,52,https://www.hbtu.ac.in,Engineering
74,Integral University,Uttar Pradesh,Integral University Entrance Test,General,32000,52,https://www.iul.ac.in,Engineering
74,Integral University,Uttar Pradesh,Integral University Entrance Test,OBC,37000,48,https://www.iul.ac.in,Engineering
74,Integral University,Uttar Pradesh,Integral University Entrance Test,SC,47000,44,https://www.iul.ac.in,Engineering
74,Integral University,Uttar Pradesh,Integral University Entrance Test,ST,52000,42,https://www.iul.ac.in,Engineering
75,Shiv Nadar University,Uttar Pradesh,SNUSAT,General,10000,68,https://www.snu.edu.in,Engineering
75,Shiv Nadar University,Uttar Pradesh,SNUSAT,OBC,14000,63,https://www.snu.edu.in,Engineering
75,Shiv Nadar University,Uttar Pradesh,SNUSAT,SC,20000,58,https://www.snu.edu.in,Engineering
75,Shiv Nadar University,Uttar Pradesh,SNUSAT,ST,23000,55,https://www.snu.edu.in,Engineering
76,Amrita School of Engineering,Karnataka,AEEE,General,16000,63,https://www.amrita.edu,Engineering
76,Amrita School of Engineering,Karnataka,AEEE,OBC,21000,58,https://www.amrita.edu,Engineering
76,Amrita School of Engineering,Karnataka,AEEE,SC,29000,53,https://www.amrita.edu,Engineering
76,Amrita School of Engineering,Karnataka,AEEE,ST,33000,50,https://www.amrita.edu,Engineering
77,Christ University Faculty of Engineering,Karnataka,Christ University Entrance Test,General,24000,56,https://www.christuniversity.in,Engineering
77,Christ University Faculty of Engineering,Karnataka,Christ University Entrance Test,OBC,29000,52,https://www.christuniversity.in,Engineering
77,Christ University Faculty of Engineering,Karnataka,Christ University Entrance Test,SC,39000,48,https://www.christuniversity.in,Engineering
77,Christ University Faculty of Engineering,Karnataka,Christ University Entrance Test,ST,44000,46,https://www.christuniversity.in,Engineering
78,ACS College of Engineering,Karnataka,KCET,General,30000,52,https://www.acsce.edu.in,Engineering
78,ACS College of Engineering,Karnataka,KCET,OBC,35000,48,https://www.acsce.edu.in,Engineering
78,ACS College of Engineering,Karnataka,KCET,SC,45000,44,https://www.acsce.edu.in,Engineering
78,ACS College of Engineering,Karnataka,KCET,ST,50000,42,https://www.acsce.edu.in,Engineering
79,Alvas Institute of Engineering and Technology,Karnataka,KCET,General,28000,54,https://www.alvas.org,Engineering
79,Alvas Institute of Engineering and Technology,Karnataka,KCET,OBC,33000,50,https://www.alvas.org,Engineering
79,Alvas Institute of Engineering and Technology,Karnataka,KCET,SC,43000,46,https://www.alvas.org,Engineering
79,Alvas Institute of Engineering and Technology,Karnataka,KCET,ST,48000,44,https://www.alvas.org,Engineering
80,Acharya Institute of Technology,Karnataka,COMEDK,General,26000,55,https://www.acharya.ac.in,Engineering
80,Acharya Institute of Technology,Karnataka,COMEDK,OBC,31000,51,https://www.acharya.ac.in,Engineering
80,Acharya Institute of Technology,Karnataka,COMEDK,SC,41000,47,https://www.acharya.ac.in,Engineering
80,Acharya Institute of Technology,Karnataka,COMEDK,ST,46000,45,https://www.acharya.ac.in,Engineering
