college_id,name,state,exam_type,category,cutoff_rank,marks_cutoff,website,type
163,Government Medical College Akola,Maharashtra,NEET,OBC,6500,64,https://www.gmcakola.in,Medical
163,Government Medical College Akola,Maharashtra,NEET,SC,9500,59,https://www.gmcakola.in,Medical
163,Government Medical College Akola,Maharashtra,NEET,ST,10500,56,https://www.gmcakola.in,Medical
164,Topiwala National Medical College Mumbai,Maharashtra,NEET,General,2200,74,https://www.tnmc.edu.in,Medical
164,Topiwala National Medical College Mumbai,Maharashtra,NEET,OBC,3500,69,https://www.tnmc.edu.in,Medical
164,Topiwala National Medical College Mumbai,Maharashtra,NEET,SC,6000,64,https://www.tnmc.edu.in,Medical
164,Topiwala National Medical College Mumbai,Maharashtra,NEET,ST,7000,61,https://www.tnmc.edu.in,Medical
165,Lokmanya Tilak Municipal Medical College Mumbai,Maharashtra,NEET,General,2600,73,https://www.ltmmedicalcollege.edu.in,Medical
165,Lokmanya Tilak Municipal Medical College Mumbai,Maharashtra,NEET,OBC,3900,68,https://www.ltmmedicalcollege.edu.in,Medical
165,Lokmanya Tilak Municipal Medical College Mumbai,Maharashtra,NEET,SC,6400,63,https://www.ltmmedicalcollege.edu.in,Medical
165,Lokmanya Tilak Municipal Medical College Mumbai,Maharashtra,NEET,ST,7400,60,https://www.ltmmedicalcollege.edu.in,Medical
166,Rural Medical College Loni,Maharashtra,NEET,General,6000,67,https://www.pravara.com,Medical
166,Rural Medical College Loni,Maharashtra,NEET,OBC,8000,62,https://www.pravara.com,Medical
166,Rural Medical College Loni,Maharashtra,NEET,SC,11000,57,https://www.pravara.com,Medical
166,Rural Medical College Loni,Maharashtra,NEET,ST,12000,54,https://www.pravara.com,Medical
167,Krishna Institute of Medical Sciences Karad,Maharashtra,NEET,General,5200,68,https://www.kimsKarad.edu.in,Medical
167,Krishna Institute of Medical Sciences Karad,Maharashtra,NEET,OBC,7200,63,https://www.kimsKarad.edu.in,Medical
167,Krishna Institute of Medical Sciences Karad,Maharashtra,NEET,SC,10200,58,https://www.kimsKarad.edu.in,Medical
167,Krishna Institute of Medical Sciences Karad,Maharashtra,NEET,ST,11200,55,https://www.kimsKarad.edu.in,Medical
168,Dr. Vasantrao Pawar Medical College Nashik,Maharashtra,NEET,General,6800,66,https://www.dvpmmedicalcollege.com,Medical
168,Dr. Vasantrao Pawar Medical College Nashik,Maharashtra,NEET,OBC,8800,61,https://www.dvpmmedicalcollege.com,Medical
168,Dr. Vasantrao Pawar Medical College Nashik,Maharashtra,NEET,SC,11800,56,https://www.dvpmmedicalcollege.com,Medical
168,Dr. Vasantrao Pawar Medical College Nashik,Maharashtra,NEET,ST,12800,53,https://www.dvpmmedicalcollege.com,Medical
169,Ashwini Rural Medical College Solapur,Maharashtra,NEET,General,7800,65,https://www.ashwinihospital.com,Medical
169,Ashwini Rural Medical College Solapur,Maharashtra,NEET,OBC,9800,60,https://www.ashwinihospital.com,Medical
169,Ashwini Rural Medical College Solapur,Maharashtra,NEET,SC,12800,55,https://www.ashwinihospital.com,Medical
169,Ashwini Rural Medical College Solapur,Maharashtra,NEET,ST,13800,52,https://www.ashwinihospital.com,Medical
170,Dr. Ulhas Patil Medical College Jalgaon,Maharashtra,NEET,General,8800,64,https://www.drulpmedicalcollege.org,Medical
170,Dr. Ulhas Patil Medical College Jalgaon,Maharashtra,NEET,OBC,10800,59,https://www.drulpmedicalcollege.org,Medical
170,Dr. Ulhas Patil Medical College Jalgaon,Maharashtra,NEET,SC,13800,54,https://www.drulpmedicalcollege.org,Medical
170,Dr. Ulhas Patil Medical College Jalgaon,Maharashtra,NEET,ST,14800,51,https://www.drulpmedicalcollege.org,Medical
